Participant_ID,Delay,"Response(N(no response) / C(correct response) / W(wrong response)/ U(sorry, I can't understand))",Talk_Type,Rounds No. of this talk,Repetition,rounds,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9
22552,1,C,T,33.2,,,,,,,,,,,
22552,1,U ,T,34.1,,2,,,,,,,,,
22552,2,U ,T,34.2,,,,,,,,,,,
22552,,N,T,35.1,,3,,,,,,,,,
22552,2,C,T,35.2,,,,,,,,,,,
22552,1,C,T,35.3,,,,,,,,,,,
22552,1,C,T,36.1,,2,,,,,,,,,
22552,1,C,T,36.2,,,,,,,,,,,
22552,2,U,T,37.1,,,,,,,,,,,
22552,2,C,T,38.1,,,,,,,,,,,
22552,1,C,T,39.1,,,,,,,,,,,
22552,2,C,S,40.1,,,,,,,,,,,
22552,1,C,T,41.1,,,,,,,,,,,
22552,2,C,T,42.1,,3,,,,,,,,,
22552,3,C,T,42.2,,,,,,,,,,,
22552,2,C,T,42.3,,,,,,,,,,,
22552,2,C,T,43.1,,2,,,,,,,,,
22552,,U,T,43.2,,,,,,,,,,,
22552,2,C,T,44.1,,2,,,,,,,,,
22552,2,C,T,44.2,,,,,,,,,,,
22552,2,U,T,45.1,,2,,,,,,,,,
22552,3,U,T,45.2,,,,,,,,,,,
22552,2,C,T,46.1,,,,,,,,,,,
22552,1,C,T,47.1,,3,,,,,,,,,
22552,1,C,T,47.2,,,,,,,,,,,
22552,1,C,T,47.3,,,,,,,,,,,
22552,3,C,T,48.1,,,,,,,,,,,
22552,3,C,T,49.1,,,,,,,,,,,
22552,2,C,T,50.1,,,,,,,,,,,
22552,2,C ,T,51.1,,4,,,,,,,,,
22552,3,C ,T,51.2,,,,,,,,,,,
22552,2,C ,T,51.3,,,,,,,,,,,
22552,2,C ,T,51.4,,,,,,,,,,,
22207,2,C,T ,1.1,,7,Neither likely nor unlikely,Terrible,Excellent,Slightly effective,Extremely effective,Extremely dissatisfied,Extremely satisfied,18-23,Male
22207,1,U,T,1.2,,,,,,,,,,,
22207,-1,C,T,1.3,,,,,,,,,,,
22207,2,C,T,1.4,,,,,,,,,,,
22207,1,C,T,1.5,,,,,,,,,,,
22207,,N ,T,1.6,,,,,,,,,,,
22207,,N ,T,1.7,,,,,,,,,,,
22207,1,C,T,2.1,,4,,,,,,,,,
22207,2,C,T,2.2,,,,,,,,,,,
22207,2,C,T,2.3,,,,,,,,,,,
22207,1,C,T,2.4,,,,,,,,,,,
22207,2,C,T,3.1,,2,,,,,,,,,
22207,,N ,T,3.2,,,,,,,,,,,
22207,2,C,T,4.1,,3,,,,,,,,,
22207,,N,T,4.2,1,,,,,,,,,,
22207,3,C,T,4.3,,,,,,,,,,,
22207,1,C,S,5.1,,,,,,,,,,,
22207,,N,S,6.1,1,2,,,,,,,,,
22207,1,C,S,6.2,,,,,,,,,,,
22207,1,C,S,7.1,,2,,,,,,,,,
22207,3,C,S,7.2,,,,,,,,,,,
22207,1,C,S,8.1,,,,,,,,,,,
22207,1,C,S,9.1,,,,,,,,,,,
22207,2,C,S,10.1,,,,,,,,,,,
22207,2,U,S,11.1,,,,,,,,,,,
22207,1,C,S,12.1,,,,,,,,,,,
17782,3,C ,T ,1.1,,2,Extremely likely,Good,Excellent,Moderately effective,Very effective,Somewhat satisfied,Extremely satisfied,18-23,Female
17782,4,C ,T,1.2,,,,,,,,,,,
17782,2,C,S,2.1,,2,,,,,,,,,
17782,1,C,S,2.2,,,,,,,,,,,
17782,2,C,S,3.1,,,,,,,,,,,
17782,,N,S,4.1,,,,,,,,,,,
17782,2,C,S,5.1,,4,,,,,,,,,
17782,2,C,S,5.2,,,,,,,,,,,
17782,2,C,S,5.3,,,,,,,,,,,
17782,,N,S,5.4,,,,,,,,,,,
17782,2,C,S,6.1,,2,,,,,,,,,
17782,2,C,S,6.2,,,,,,,,,,,
17782,1,C,S,7.1,,4,,,,,,,,,
17782,3,C,S,7.2,,,,,,,,,,,
17782,1,C,S,7.3,,,,,,,,,,,
17782,,N,S,7.4,,,,,,,,,,,
17782,3,U,T,8.1,,,,,,,,,,,
17782,,N,T,9.1,1,3,,,,,,,,,
17782,2,C,T,9.2,,,,,,,,,,,
17782,1,C,T,9.3,,,,,,,,,,,
17782,1,C,S,10.1,,2,,,,,,,,,
17782,3,C,S,10.2,,,,,,,,,,,
17782,1,C,S,11.1,,4,,,,,,,,,
17782,1,C,S,11.2,,,,,,,,,,,
17782,2,C,S,11.3,,,,,,,,,,,
17782,1,C,S,11.4,,,,,,,,,,,
17782,,N,T,12.1,1,9,,,,,,,,,
17782,1,C,T,12.2,,,,,,,,,,,
17782,2,C,T,12.3,,,,,,,,,,,
17782,2,C,T,12.4,,,,,,,,,,,
17782,1,C,T,12.5,,,,,,,,,,,
17782,2,C,T,12.6,,,,,,,,,,,
17782,2,C,T,12.7,,,,,,,,,,,
17782,1,C,T,12.8,,,,,,,,,,,
17782,1,C,T,12.9,,,,,,,,,,,
17782,1,C,T,13.1,,,,,,,,,,,
17782,2,C,T,14.1,,3,,,,,,,,,
17782,2,C,T,14.2,,,,,,,,,,,
17782,2,C,T,14.3,,,,,,,,,,,
17782,2,C,T,15.1,,8,,,,,,,,,
17782,1,C,T,15.2,,,,,,,,,,,
17782,,N ,T,15.3,1,,,,,,,,,,
17782,2,C,T,15.4,,,,,,,,,,,
17782,1,C,T,15.5,,,,,,,,,,,
17782,1,C,T,15.6,,,,,,,,,,,
17782,0,C,T,15.7,,,,,,,,,,,
17782,3,C,T,15.8,,,,,,,,,,,
17782,3,C,T,16.1,,,,,,,,,,,
17782,2,C,T,17.1,,,,,,,,,,,
17782,3,C,T,18.1,,,,,,,,,,,
17782,3,U,T,19.1,,,,,,,,,,,
17782,1,C,S,20.1,,5,,,,,,,,,
17782,1,C,S,20.2,,,,,,,,,,,
17782,1,U,S,20.3,,,,,,,,,,,
17782,2,C,S,20.4,,,,,,,,,,,
17782,4,C,S,20.5,,,,,,,,,,,
17782,2,C,S,21.1,,2,,,,,,,,,
17782,,N,S,21.2,,,,,,,,,,,
17782,1,C,S,22.1,,3,,,,,,,,,
17782,,N,S,22.2,1,,,,,,,,,,
17782,1,C,S,22.3,,,,,,,,,,,
17782,,N ,S,23.1,1,2,,,,,,,,,
17782,2,C,S,23.2,,,,,,,,,,,
17782,1,C,S,24.1,,2,,,,,,,,,
17782,3,C,S,24.2,,,,,,,,,,,
17782,1,C,S,25.1,,2,,,,,,,,,
17782,1,C,S,25.2,,,,,,,,,,,
17782,2,C,S,26.1,,7,,,,,,,,,
17782,3,C,S,26.2,,,,,,,,,,,
17782,2,C,S,26.3,,,,,,,,,,,
17782,2,C,S,26.4,,,,,,,,,,,
17782,1,C,S,26.5,,,,,,,,,,,
17782,2,C,S,26.6,,,,,,,,,,,
17782,1,C,S,26.7,,,,,,,,,,,
17782,2,C,S,27.1,,,,,,,,,,,
17782,2,C,S,28.1,,2,,,,,,,,,
17782,2,C,S,28.2,,,,,,,,,,,
17782,2,U,S,29.1,,,,,,,,,,,
17782,1,C,S,30.1,,,,,,,,,,,
17782,3,C,S,31.1,,2,,,,,,,,,
17782,3,C,S,31.2,,,,,,,,,,,
17782,2,C,S,32.1,,,,,,,,,,,
17782,1,C,S,33.1,,3,,,,,,,,,
17782,,N ,S,33.2,1,,,,,,,,,,
17782,2,C,S,33.3,,,,,,,,,,,
17782,2,C,S,34.1,,,,,,,,,,,
17782,1,C,S,35.1,,2,,,,,,,,,
17782,2,U,S,35.2,,,,,,,,,,,
17782,3,C,S,36.1,,1,,,,,,,,,
17782,3,C,S,36.2,,,,,,,,,,,
17782,2,C,S,37.1,,5,,,,,,,,,
17782,3,C,S,37.2,,,,,,,,,,,
17782,,N ,S,37.3,1,,,,,,,,,,
17782,,N ,S,37.4,,,,,,,,,,,
17782,3,C,S,37.5,,,,,,,,,,,
21856,2,C,T,1.1,,4,Somewhat likely,Average,Good,Slightly effective,Moderately effective,Neither satisfied nor dissatisfied,Somewhat satisfied,18-23,Female
21856,1,C,T,1.2,,,,,,,,,,,
21856,3,C,T,1.3,,,,,,,,,,,
21856,2,C,T,1.4,,,,,,,,,,,
21856,,N ,T,2.1,,2,,,,,,,,,
21856,2,C,T,2.1,,,,,,,,,,,
21856,2,C,T,3.1,,,,,,,,,,,
21856,2,C,T,4.1,,,,,,,,,,,
21856,1,C,T,5.1,,,,,,,,,,,
21856,3,C,T,6.1,2,4,,,,,,,,,
21856,1,U,T,6.2,,,,,,,,,,,
21856,3,U,T,6.3,,,,,,,,,,,
21856,2,C,T,6.4,,,,,,,,,,,
21856,1,U ,T,7.1,,6,,,,,,,,,
21856,4,C,T,7.2,,,,,,,,,,,
21856,3,U ,T,7.3,3,,,,,,,,,,
21856,2,U ,T,7.4,,,,,,,,,,,
21856,1,U ,T,7.5,,,,,,,,,,,
21856,2,C,T,7.6,,,,,,,,,,,
21856,4,U,T,8.1,,,,,,,,,,,
21856,2,C,T,9.1,,,,,,,,,,,
21856,4,C,T,10.1,,3,,,,,,,,,
21856,4,W,T,10.2,,,,,,,,,,,
21856,0,W,T,10.3,,,,,,,,,,,
21856,2,C,T,11.1,,,,,,,,,,,
21856,2,C,T,12.1,,3,,,,,,,,,
21856,1,C,T,12.2,,,,,,,,,,,
21856,2,C,T,12.3,,,,,,,,,,,
21856,2,C,T,13.1,,,,,,,,,,,
21856,1,C,S,14.1,,2,,,,,,,,,
21856,0,C,S,14.2,,,,,,,,,,,
21856,2,C,T,15.1,,2,,,,,,,,,
21856,3,C,T,15.2,,,,,,,,,,,
21856,3,C,S,16.1,,3,,,,,,,,,
21856,4,C,S,16.2,,,,,,,,,,,
21856,2,C,S,16.3,,,,,,,,,,,
21856,1,C,T,17.1,,,,,,,,,,,
21856,0,C,T,18.1,,,,,,,,,,,
21856,3,C,S,19.1,,2,,,,,,,,,
21856,2,U,S,19.2,,,,,,,,,,,
21856,2,C,S,20.1,,2,,,,,,,,,
21856,2,C,S,20.2,,,,,,,,,,,
21856,,N ,S,21.1,,2,,,,,,,,,
21856,2,C,S,21.2,,,,,,,,,,,
21856,2,C,S,22.1,,2,,,,,,,,,
21856,3,U,S,22.2,,,,,,,,,,,
21856,2,C,S,23.1,,3,,,,,,,,,
21856,0,U,S,23.2,,,,,,,,,,,
21856,1,C,S,23.3,,,,,,,,,,,
21856,1,C,S,24.1,,2,,,,,,,,,
21856,3,C,S,24.2,,,,,,,,,,,
21856,3,C,S,25.1,,2,,,,,,,,,
21856,3,C,S,25.2,,,,,,,,,,,
21856,2,C,S,26.1,,2,,,,,,,,,
21856,1,C,S,26.2,,,,,,,,,,,
21856,1,C,S,27.1,,,,,,,,,,,
21856,2,C,S,28.1,,,,,,,,,,,
21856,2,C,S,29.1,,2,,,,,,,,,
21856,,C,S,29.2,,,,,,,,,,,
21856,2,C,S,30.1,,2,,,,,,,,,
21856,3,C,S,30.2,,,,,,,,,,,
21856,2,C,S,31.1,,,,,,,,,,,
21856,1,C,S,32.1,,,,,,,,,,,
21856,2,C,S,33.1,,,,,,,,,,,
21856,1,C,S,34.1,,2,,,,,,,,,
21856,,N ,S,34.2,,,,,,,,,,,
21856,1,C,S,35.1,,,,,,,,,,,
21856,2,C,S,36.1,,,,,,,,,,,
21856,2,C,S,37.1,,5,,,,,,,,,
21856,1,C,S,37.2,,,,,,,,,,,
21856,1,C,S,37.3,,,,,,,,,,,
21856,,N ,S,37.4,,,,,,,,,,,
21856,1,C,S,37.5,,,,,,,,,,,
21856,0,U,S,38.1,,,,,,,,,,,
21856,2,C,S,39.1,,,,,,,,,,,
21856,3,C,T,40.1,,,,,,,,,,,
21856,3,U,S,41.1,,,,,,,,,,,
21856,2,C,S,42.1,,2,,,,,,,,,
21856,1,C,S,42.2,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
